step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
235,CASH_OUT,1307.75,40810.36,39502.61,49902.45,70516.76,0
447,TRANSFER,9850.14,20061.83,10211.69,7566.93,98752.31,0
365,CASH_OUT,720.34,18230.43,17510.08,32066.31,31068.05,0
252,TRANSFER,14018.52,45629.4,31610.88,37523.81,56984.96,1
525,CASH_IN,2124.39,9912.11,12036.5,31874.46,77346.34,0
39,PAYMENT,442.27,45864.8,45422.53,38264.52,41759.78,0
717,DEBIT,5516.56,37285.02,31768.46,13447.51,51327.25,0
237,DEBIT,3853.93,10059.41,6205.49,32843.83,57002.77,0
25,PAYMENT,3014.98,5803.28,2788.3,21254.32,80936.89,0
436,CASH_IN,5852.43,11440.05,17292.48,39465.93,8943.03,0
315,TRANSFER,8943.38,43394.18,34450.8,32379.47,83491.78,0
123,PAYMENT,1577.0,34459.71,32882.72,41319.33,69687.8,0
147,DEBIT,1481.68,9161.97,7680.28,7751.16,1317.1,0
43,PAYMENT,4526.9,47937.41,43410.51,20410.46,4558.19,0
651,DEBIT,6501.09,7298.98,797.89,34797.27,22274.02,0
348,PAYMENT,3085.8,20785.67,17699.87,28625.28,16653.51,0
173,PAYMENT,3637.74,10354.78,6717.04,10013.17,84402.95,0
387,PAYMENT,3196.98,29666.8,26469.82,27973.92,33792.04,0
604,DEBIT,1690.68,18646.28,16955.6,32527.02,3736.34,0
466,CASH_OUT,7327.91,31626.0,24298.09,27530.13,17528.62,0
658,DEBIT,3851.12,49378.99,45527.87,10131.79,6248.2,0
560,PAYMENT,1547.71,28570.09,27022.38,39455.58,52299.47,0
620,TRANSFER,3744.24,37191.83,33447.58,42998.48,15332.54,0
606,CASH_OUT,7724.49,23736.97,16012.49,26139.64,1504.44,0
49,CASH_IN,8828.07,41990.82,50818.89,44295.44,30145.31,0
684,CASH_OUT,8304.72,19040.31,10735.59,21158.92,72191.37,0
51,CASH_OUT,41658.66,90390.56,48731.9,38787.05,23011.84,1
522,DEBIT,2093.16,48607.0,46513.84,15568.17,30856.88,0
339,CASH_OUT,2466.76,43718.72,41251.97,30017.63,32762.82,0
519,PAYMENT,2746.67,39784.88,37038.21,9826.75,30001.21,0
571,DEBIT,2815.88,14623.01,11807.13,16468.88,51379.47,0
453,CASH_OUT,1033.77,4109.52,3075.75,28567.23,25059.64,0
363,PAYMENT,9696.16,14382.77,4686.61,1558.66,98361.88,0
83,DEBIT,4788.24,6908.5,2120.26,36166.49,10406.12,0
609,CASH_IN,4769.14,6814.82,11583.97,474.87,51356.54,0
362,CASH_OUT,4869.13,24364.45,19495.32,30210.55,50183.7,0
290,PAYMENT,9558.66,24869.48,15310.82,38249.25,70418.45,0
540,PAYMENT,4702.17,26829.27,22127.1,41268.95,89945.12,0
61,PAYMENT,6788.02,7841.27,1053.25,12086.34,94422.27,0
141,CASH_IN,1995.38,44290.3,46285.68,26290.7,63075.44,0
316,CASH_OUT,7301.89,48067.82,40765.94,14439.03,18069.6,0
620,TRANSFER,43662.8,6165.8,0,24029.53,37121.21,1
162,CASH_OUT,1145.49,47935.75,46790.26,27981.29,10237.53,0
650,TRANSFER,9786.78,14211.41,4424.64,35719.71,14926.77,0
283,CASH_IN,3531.92,20059.58,23591.51,29304.01,51774.27,0
144,CASH_OUT,7849.82,33092.98,25243.15,46173.85,6821.01,0
609,CASH_IN,324.45,49712.65,50037.11,39936.02,67223.58,0
629,DEBIT,469.71,40401.0,39931.29,13510.53,53394.1,0
109,DEBIT,3476.98,49220.28,45743.29,11828.12,14937.73,0
357,TRANSFER,7193.69,36022.84,28829.15,47862.24,61342.36,0
122,PAYMENT,3603.01,27528.29,23925.28,16687.89,67510.73,0
203,CASH_OUT,843.72,27102.96,26259.23,19499.68,71888.05,0
659,CASH_IN,1497.9,815.09,2312.98,18314.71,51531.4,0
567,DEBIT,9017.42,1394.87,0,27218.21,27055.96,0
147,CASH_OUT,7067.55,74753.91,67686.36,26948.86,74701.38,1
314,CASH_IN,2832.97,28326.03,31159.01,24042.22,33323.41,0
205,DEBIT,7357.29,15281.18,7923.89,34487.49,21434.24,0
77,PAYMENT,3164.61,11817.34,8652.73,7368.01,36830.1,0
669,CASH_IN,8628.59,5651.61,14280.2,8015.63,94807.47,0
281,DEBIT,3907.51,26672.39,22764.88,29524.39,92657.82,0
697,PAYMENT,671.15,22903.67,22232.52,5947.65,94487.46,0
209,TRANSFER,8414.41,26289.25,17874.84,15246.96,55296.57,0
238,CASH_IN,6297.97,9726.15,16024.13,32865.4,39558.24,0
299,CASH_OUT,9447.97,8335.97,0,31694.73,47528.48,0
700,PAYMENT,1870.58,9102.86,7232.28,25692.34,37719.82,0
281,PAYMENT,8185.51,10509.55,2324.04,33102.73,25592.93,0
507,CASH_IN,9347.58,27756.89,37104.46,41057.91,51111.84,0
150,PAYMENT,2608.48,46770.53,44162.05,28957.15,41757.81,0
68,CASH_OUT,1145.6,8904.07,7758.47,26920.84,3737.76,0
122,TRANSFER,2755.34,21481.18,18725.83,17950.8,32663.89,0
448,DEBIT,2067.26,10584.32,8517.06,11836.5,72083.3,0
533,PAYMENT,1662.8,22161.26,20498.46,48595.81,3906.19,0
611,CASH_IN,1128.5,34446.32,35574.81,36410.78,2072.73,0
119,CASH_OUT,7848.98,23811.75,15962.77,44743.87,26500.44,0
258,CASH_IN,7033.03,3863.66,10896.69,43573.67,96811.48,0
457,PAYMENT,8462.93,25271.4,16808.47,39144.08,14236.7,0
289,CASH_OUT,3030.01,1233.25,0,8003.53,97708.1,0
583,PAYMENT,3936.12,47311.52,43375.4,11984.76,87053.96,0
285,DEBIT,3479.02,8447.59,4968.57,25031.72,72855.41,0
553,PAYMENT,4230.4,29820.65,25590.25,5616.66,59984.08,0
191,TRANSFER,9938.21,34856.22,24918.01,42378.25,80128.89,0
40,CASH_IN,4478.6,29620.16,34098.76,10951.47,71774.78,0
211,DEBIT,541.69,45925.07,45383.38,49418.81,80145.18,0
93,TRANSFER,9186.81,4279.57,0,33715.8,866.27,0
626,TRANSFER,3361.78,30100.12,26738.34,29672.3,85319.86,0
3,DEBIT,9399.26,48557.19,39157.93,3944.07,57366.41,0
322,TRANSFER,3187.53,39098.55,35911.02,22149.81,14561.89,0
417,TRANSFER,3763.11,25101.62,21338.51,29462.98,87934.17,0
156,PAYMENT,318.94,17093.45,16774.5,39621.12,39092.37,0
450,CASH_IN,7692.42,826.08,8518.51,41740.67,47366.33,0
393,CASH_OUT,5672.0,4877.34,0,20499.9,98957.45,0
676,CASH_OUT,149.31,17085.03,16935.72,49443.67,93705.88,0
649,CASH_OUT,5477.36,19007.57,13530.21,5316.11,89687.71,0
183,CASH_IN,1034.45,30035.83,31070.29,30440.12,21791.86,0
227,CASH_IN,4882.73,31051.25,35933.98,807.27,47435.3,0
328,DEBIT,5814.84,42158.89,36344.05,8536.48,42986.7,0
31,PAYMENT,7378.25,41600.47,34222.22,24906.75,2674.89,0
646,PAYMENT,6841.06,27190.26,20349.21,28981.42,61303.91,0
710,CASH_IN,8894.08,20372.57,29266.65,14690.69,62368.97,0
147,CASH_OUT,8477.88,3421.55,0,12329.28,63306.98,0
565,TRANSFER,1244.05,687.12,0,41616.91,78860.24,0
725,DEBIT,7910.09,11851.64,3941.56,17157.78,4556.11,0
384,CASH_OUT,3441.18,48684.56,45243.38,5676.11,88473.62,0
90,PAYMENT,543.63,39813.63,39270.01,27904.21,57496.23,0
119,PAYMENT,3110.5,2679.48,0,42406.2,87187.51,0
433,TRANSFER,8251.85,48987.44,40735.59,15887.8,46772.77,0
57,PAYMENT,2999.94,24444.12,21444.18,9202.2,23492.79,0
77,DEBIT,8926.75,21376.63,12449.88,37810.06,31778.33,0
571,DEBIT,8173.28,34633.72,26460.44,7023.38,76990.59,0
538,PAYMENT,2382.25,21599.38,19217.13,42577.97,4579.22,0
585,CASH_OUT,9446.96,67153.28,57706.31,26174.23,36060.38,1
30,PAYMENT,3316.49,44496.61,41180.12,1711.14,87202.82,0
662,TRANSFER,1381.66,9804.54,8422.88,10561.62,43540.06,0
346,CASH_IN,3243.03,48804.74,52047.76,28798.35,13732.94,0
724,CASH_OUT,4064.42,12541.07,8476.66,49657.67,20011.63,0
257,PAYMENT,3984.2,26942.0,22957.8,46384.2,90504.28,0
525,TRANSFER,7323.25,11115.23,3791.98,14198.23,47489.63,0
405,PAYMENT,1926.86,36461.51,34534.65,18684.11,44982.83,0
369,DEBIT,7181.47,15295.35,8113.88,23865.95,83195.51,0
2,PAYMENT,1777.14,11080.7,9303.55,14727.28,12746.08,0
41,PAYMENT,1560.28,15688.64,14128.37,31958.25,58633.13,0
636,TRANSFER,46295.61,24437.0,0,8125.09,79988.7,1
557,TRANSFER,2046.72,37760.53,35713.81,21142.98,45135.89,0
284,TRANSFER,7014.56,7068.2,53.63,7312.17,32209.67,0
46,CASH_OUT,4397.96,13538.34,9140.38,41853.94,56424.66,0
321,PAYMENT,4061.4,48886.17,44824.77,16384.59,36824.34,0
214,TRANSFER,4955.58,6169.81,1214.23,47717.92,20291.82,0
130,DEBIT,9919.25,14554.43,4635.18,4640.98,55178.59,0
326,DEBIT,1585.28,11932.99,10347.71,35501.24,12633.03,0
532,CASH_OUT,8011.68,36490.53,28478.85,3946.35,60245.33,0
55,PAYMENT,9954.29,7336.05,0,36119.12,47677.21,0
304,TRANSFER,4998.83,23061.33,18062.51,30073.27,14587.07,0
328,CASH_IN,9852.86,30436.17,40289.03,26815.51,82413.64,0
146,CASH_IN,8299.11,22859.06,31158.16,36132.34,11317.16,0
711,DEBIT,1492.6,27066.21,25573.61,41819.61,19139.28,0
707,DEBIT,8195.33,5220.52,0,32112.73,3737.16,0
527,PAYMENT,6292.22,38149.26,31857.04,12468.41,64682.5,0
202,CASH_IN,5852.66,4495.54,10348.2,10942.89,47317.78,0
621,PAYMENT,9820.12,3427.74,0,18657.35,16851.31,0
721,CASH_IN,2954.22,2450.58,5404.8,24817.74,20769.4,0
534,CASH_OUT,31374.75,28185.15,0,3874.17,28572.82,1
507,CASH_OUT,9127.28,10794.64,1667.36,5033.59,79544.15,0
215,TRANSFER,9717.47,29053.4,19335.93,718.55,81377.93,0
532,DEBIT,3175.39,8935.33,5759.94,28609.37,43001.97,0
307,PAYMENT,2425.7,31341.38,28915.68,47424.58,66288.23,0
611,DEBIT,6337.8,19517.77,13179.97,24056.09,77489.39,0
721,TRANSFER,9192.49,14751.71,5559.21,47485.16,6959.32,0
636,CASH_OUT,8138.86,1203.2,0,14104.78,70220.03,0
400,CASH_IN,1003.5,17096.65,18100.14,13783.85,33850.34,0
301,CASH_OUT,4861.58,41832.91,36971.33,15948.02,77950.23,0
664,CASH_OUT,9573.96,1051.94,0,43738.35,14137.39,0
68,TRANSFER,6703.68,38792.32,32088.64,43247.54,42420.95,0
436,DEBIT,79.63,29433.45,29353.82,40323.58,18718.05,0
277,PAYMENT,6883.77,26497.92,19614.16,39595.63,72184.41,0
696,TRANSFER,4926.32,7167.99,2241.68,32201.41,99944.36,0
370,DEBIT,8395.19,48663.56,40268.37,5530.1,46071.55,0
352,CASH_OUT,4529.0,7101.91,2572.9,20637.27,70001.43,0
81,DEBIT,7454.82,17620.05,10165.23,4884.29,23214.4,0
619,TRANSFER,9984.05,37742.98,27758.92,36991.05,91238.25,0
171,CASH_OUT,7137.26,35829.25,28692.0,44191.43,53086.58,0
6,TRANSFER,8016.95,41742.81,33725.85,10079.55,40653.59,0
212,CASH_IN,697.72,17490.93,18188.64,34858.0,78701.78,0
111,PAYMENT,483.3,6231.6,5748.29,22215.71,12359.51,0
646,PAYMENT,4703.69,36573.06,31869.37,6333.07,73786.17,0
404,PAYMENT,5919.37,3583.0,0,33122.2,13070.83,0
251,CASH_OUT,458.99,17139.32,16680.34,23569.19,24116.71,0
479,TRANSFER,6196.13,16046.65,9850.53,11889.36,14456.73,0
238,CASH_IN,3698.85,28376.09,32074.93,32140.93,33243.55,0
159,TRANSFER,14860.03,79023.9,64163.87,25384.49,53977.08,1
575,CASH_OUT,1022.99,7545.81,6522.82,49061.31,35557.14,0
15,CASH_OUT,943.84,36014.28,35070.44,30252.14,62268.87,0
442,TRANSFER,202.76,42282.08,42079.32,46147.36,59771.29,0
42,PAYMENT,2421.76,44869.84,42448.09,247.95,52780.99,0
355,PAYMENT,5643.69,32353.19,26709.5,7302.44,71981.17,0
647,TRANSFER,4752.62,23628.72,18876.1,16149.55,56376.94,0
296,PAYMENT,5327.12,17035.71,11708.59,23201.07,17227.07,0
186,DEBIT,6686.27,8930.4,2244.14,42084.91,13994.31,0
243,CASH_OUT,4713.98,30847.66,26133.68,18296.21,49877.0,0
582,PAYMENT,9221.52,8107.72,0,47631.88,33025.05,0
16,PAYMENT,9220.94,10698.48,1477.54,34469.48,92431.22,0
168,CASH_IN,9910.05,12032.45,21942.5,45993.91,77234.53,0
288,CASH_IN,602.0,27501.86,28103.86,7984.15,292.2,0
115,TRANSFER,9807.36,26819.73,17012.36,19173.59,67471.89,0
473,PAYMENT,3564.71,15363.87,11799.16,40288.88,57107.61,0
339,PAYMENT,4815.68,24201.32,19385.64,10535.2,16124.63,0
591,PAYMENT,2859.13,32083.84,29224.71,3062.56,6143.58,0
537,DEBIT,3948.12,2941.62,0,14990.22,50100.39,0
646,PAYMENT,5467.5,47843.09,42375.6,36474.29,86629.88,0
570,CASH_OUT,5109.29,8413.23,3303.95,10079.3,60761.85,0
330,DEBIT,7912.38,29739.69,21827.31,36797.69,96912.72,0
72,CASH_IN,9794.24,10433.12,20227.36,19631.72,64548.32,0
82,PAYMENT,4466.88,26385.97,21919.08,12234.61,79726.99,0
417,DEBIT,6094.49,48849.83,42755.34,13884.25,69065.47,0
629,TRANSFER,4496.3,21762.87,17266.57,222.5,21479.61,0
383,CASH_IN,7019.71,45683.45,52703.15,37867.53,80199.5,0
20,CASH_OUT,1254.49,23809.57,22555.08,43207.2,96100.88,0
308,CASH_IN,5807.78,21769.42,27577.2,19417.16,12305.53,0
67,DEBIT,455.69,24701.07,24245.38,47397.58,24143.59,0
645,PAYMENT,9774.59,34559.03,24784.43,42666.61,97498.82,0
66,CASH_OUT,8928.88,21148.3,12219.43,23666.9,49478.88,0
305,DEBIT,8217.29,46498.42,38281.13,19750.01,60610.91,0
312,DEBIT,2426.6,18729.54,16302.95,48592.89,99778.71,0
106,DEBIT,2781.21,30591.27,27810.06,44168.01,85991.26,0
409,TRANSFER,8400.92,36356.65,27955.73,47194.75,95658.4,0
382,CASH_IN,9745.57,4702.67,14448.24,4778.85,13351.39,0
343,TRANSFER,3271.25,13386.92,10115.67,5958.38,28538.17,0
348,CASH_IN,6540.8,21572.71,28113.51,14248.21,38681.55,0
297,TRANSFER,42780.35,86781.88,44001.53,19006.31,45341.03,1
513,PAYMENT,453.99,7283.3,6829.31,16652.04,47374.42,0
724,DEBIT,6627.87,42552.1,35924.23,33067.65,60747.19,0
395,PAYMENT,2242.25,21618.05,19375.8,40453.24,35059.29,0
738,CASH_IN,5427.96,24900.87,30328.83,10413.93,64594.12,0
185,PAYMENT,2287.62,29709.54,27421.92,6503.07,12234.33,0
382,DEBIT,7146.07,22887.38,15741.31,28893.97,2489.19,0
86,DEBIT,9720.55,29428.97,19708.42,16524.1,39214.26,0
467,CASH_IN,40.28,4054.89,4095.17,24314.33,95575.53,0
300,TRANSFER,4311.39,43357.03,39045.64,43841.22,87150.45,0
713,TRANSFER,5769.07,5944.83,175.76,38853.55,30806.54,0
216,PAYMENT,7998.11,18312.99,10314.88,12764.23,11199.24,0
166,TRANSFER,5675.9,5890.45,214.55,38807.75,2651.37,0
531,PAYMENT,8426.03,3041.44,0,7172.96,44110.74,0
634,CASH_OUT,7980.75,35798.87,27818.12,4101.9,15422.1,0
738,TRANSFER,1643.22,35896.53,34253.31,23693.52,31768.8,0
75,TRANSFER,5149.46,26700.83,21551.37,19405.71,42235.87,0
149,PAYMENT,2677.49,18856.29,16178.8,12740.56,9883.46,0
96,CASH_IN,4005.2,3686.41,7691.61,43867.24,21579.26,0
248,PAYMENT,8404.32,36907.52,28503.2,5080.24,6331.42,0
337,DEBIT,1925.62,5583.14,3657.52,29758.76,6754.45,0
740,CASH_IN,4335.28,22584.81,26920.09,29816.49,27167.39,0
178,TRANSFER,8751.93,10435.98,1684.05,2881.38,3307.1,0
377,TRANSFER,38154.02,57835.9,19681.88,40361.07,84515.52,1
585,TRANSFER,6016.84,18270.65,12253.81,24443.24,57886.9,0
287,CASH_IN,8834.35,2215.15,11049.5,30958.83,24578.48,0
403,TRANSFER,4702.85,27370.02,22667.17,22615.99,90467.61,0
66,PAYMENT,1399.97,5561.53,4161.56,8169.09,71385.38,0
310,CASH_IN,4008.0,9604.55,13612.55,37338.35,72159.4,0
651,CASH_IN,8050.63,45619.71,53670.34,8740.24,88806.34,0
660,CASH_OUT,3770.73,36013.42,32242.69,36800.12,38165.05,0
145,CASH_OUT,5232.99,10620.86,5387.87,30699.99,71447.48,0
270,TRANSFER,7159.17,26874.97,19715.81,19837.84,92125.83,0
20,DEBIT,6316.63,40725.8,34409.17,28945.04,76920.03,0
9,TRANSFER,4214.66,17068.27,12853.61,32394.07,10020.77,0
148,DEBIT,6986.33,11028.72,4042.39,34130.62,21033.33,0
75,PAYMENT,6809.93,48808.4,41998.47,22064.06,13572.12,0
318,TRANSFER,2990.97,40629.78,37638.81,41336.29,58282.39,0
375,CASH_IN,7064.48,8428.26,15492.74,45500.6,66936.0,0
507,TRANSFER,1366.48,47788.09,46421.61,28154.29,1232.43,0
365,TRANSFER,5881.53,13606.36,7724.83,37445.93,58638.41,0
399,CASH_OUT,5412.3,34394.35,28982.05,16284.02,59728.77,0
719,TRANSFER,144.64,31816.74,31672.1,45233.12,82073.92,0
241,CASH_IN,3846.43,49331.41,53177.84,27587.33,64188.85,0
569,CASH_IN,60.37,45389.05,45449.42,25846.83,4841.87,0
494,TRANSFER,2194.42,20832.96,18638.54,7135.61,58264.61,0
30,CASH_OUT,9761.31,12156.54,2395.23,22548.83,24831.8,0
157,TRANSFER,3299.32,19302.07,16002.75,41668.14,49930.15,0
575,TRANSFER,5885.65,44193.9,38308.24,47865.64,40883.94,0
61,CASH_OUT,9429.77,32253.28,22823.51,37652.91,5900.19,0
690,CASH_OUT,7959.93,40087.88,32127.94,42226.56,62184.24,0
413,CASH_IN,8686.95,23487.43,32174.39,7634.24,73785.92,0
571,PAYMENT,823.4,24938.78,24115.39,19239.06,45694.58,0
232,CASH_OUT,48366.76,80654.18,32287.42,18288.75,79068.2,1
457,CASH_OUT,2194.94,14523.2,12328.26,9653.98,2370.05,0
587,PAYMENT,1908.65,22331.41,20422.76,20939.01,41296.01,0
117,CASH_IN,2628.76,36253.16,38881.92,49411.93,94332.37,0
352,DEBIT,8067.5,3365.35,0,28866.82,30358.86,0
161,DEBIT,2101.69,9033.92,6932.23,43346.7,92415.38,0
627,DEBIT,4967.17,48104.2,43137.03,49571.1,9530.78,0
182,CASH_IN,7690.77,23925.08,31615.85,38131.67,6529.5,0
702,PAYMENT,5349.57,12200.9,6851.33,22120.14,786.61,0
312,PAYMENT,7644.93,28917.67,21272.73,19817.86,2159.37,0
557,PAYMENT,9894.05,39204.83,29310.78,17955.61,54451.78,0
10,DEBIT,341.11,46877.41,46536.3,45115.67,32455.24,0
37,PAYMENT,7869.84,4744.63,0,433.43,86224.93,0
26,PAYMENT,6220.77,16978.37,10757.6,342.18,49922.06,0
453,CASH_OUT,28089.25,12075.51,0,47252.55,69101.96,1
588,TRANSFER,4172.39,19517.46,15345.07,6620.42,9895.65,0
304,DEBIT,3379.2,47192.03,43812.83,34015.01,75821.18,0
579,CASH_OUT,43225.92,63094.52,19868.6,7547.87,6828.63,1
441,TRANSFER,39675.5,12326.99,0,32735.65,87770.62,1
161,CASH_OUT,8485.5,35289.41,26803.91,34741.91,62000.28,0
132,CASH_OUT,7630.68,7109.55,0,38663.02,89802.13,0
172,PAYMENT,4691.2,42403.59,37712.39,12096.28,60896.91,0
30,PAYMENT,4055.95,24548.18,20492.22,23946.81,86677.39,0
500,TRANSFER,8241.4,36338.12,28096.73,49175.8,11225.98,0
350,CASH_IN,995.4,7738.13,8733.53,42084.32,37657.29,0
457,TRANSFER,9045.06,30878.2,21833.14,31056.58,95889.68,0
108,TRANSFER,8397.51,31316.1,22918.6,45955.84,62659.01,0
583,PAYMENT,9652.6,36106.25,26453.65,37534.44,64517.29,0
141,TRANSFER,1933.41,2095.36,161.96,38226.94,1501.43,0
118,TRANSFER,2175.88,6790.94,4615.06,26360.22,29391.29,0
675,PAYMENT,364.63,46078.36,45713.73,24192.25,68241.84,0
687,CASH_IN,7359.39,32472.87,39832.26,43297.68,70720.86,0
287,CASH_IN,5169.98,26406.16,31576.14,30503.53,24523.13,0
716,DEBIT,4601.25,34615.92,30014.68,591.0,21075.24,0
705,PAYMENT,2258.92,32373.16,30114.24,7785.06,69394.28,0
41,TRANSFER,5137.9,45809.26,40671.36,27199.41,39934.02,0
2,CASH_OUT,5531.95,8511.02,2979.07,20896.49,81031.67,0
4,TRANSFER,3944.47,33091.4,29146.93,47325.24,93051.83,0
629,CASH_IN,8145.37,47966.83,56112.2,45191.8,1909.9,0
23,PAYMENT,4320.63,46912.77,42592.14,30657.8,47976.58,0
63,CASH_IN,7592.16,33178.72,40770.89,32073.29,90251.11,0
384,DEBIT,3991.92,49344.85,45352.93,24298.52,92854.39,0
443,CASH_OUT,7863.9,7826.61,0,16808.41,47585.47,0
243,CASH_IN,8097.97,47325.8,55423.77,35377.1,79991.93,0
307,TRANSFER,4359.35,30944.33,26584.98,11251.19,79554.54,0
519,TRANSFER,2422.44,14879.98,12457.55,13169.58,24416.62,0
327,DEBIT,1076.48,19460.77,18384.29,9986.04,35291.55,0
141,CASH_IN,7734.83,37781.31,45516.14,6657.31,99294.02,0
188,CASH_OUT,1746.0,23706.09,21960.09,34695.66,33437.39,0
675,CASH_OUT,17779.45,41699.13,23919.68,43191.84,5417.12,1
633,CASH_OUT,5557.29,35762.09,30204.8,16061.45,32472.4,0
392,CASH_OUT,2554.28,5772.31,3218.03,8756.25,25668.78,0
714,PAYMENT,8365.17,40669.84,32304.66,32050.61,71641.04,0
163,DEBIT,7490.99,26778.85,19287.86,5966.58,78515.82,0
606,DEBIT,1494.36,30601.34,29106.98,39984.77,48327.14,0
443,TRANSFER,6362.34,9647.99,3285.65,40927.51,65746.54,0
325,CASH_IN,2332.48,9656.83,11989.31,46064.1,47416.53,0
435,DEBIT,5300.81,48048.97,42748.16,27217.82,2741.3,0
229,PAYMENT,7562.04,48935.29,41373.25,23150.2,71909.4,0
319,DEBIT,4034.45,39135.56,35101.12,26214.31,56867.23,0
609,PAYMENT,3294.94,2670.43,0,31118.24,45310.2,0
269,TRANSFER,3398.84,27948.0,24549.16,8927.07,2149.2,0
515,DEBIT,6611.04,43769.61,37158.56,36767.06,80390.51,0
675,CASH_IN,5534.53,33357.18,38891.71,13038.72,7824.09,0
694,CASH_IN,4407.69,33996.59,38404.28,4997.91,17324.34,0
363,CASH_IN,8052.79,11417.6,19470.39,27943.2,53084.31,0
716,CASH_OUT,5063.84,17916.89,12853.05,30105.8,81342.8,0
553,PAYMENT,6490.73,37000.31,30509.58,37613.86,87113.14,0
273,CASH_IN,4732.84,17182.98,21915.83,21472.68,37078.51,0
356,DEBIT,2597.04,31868.97,29271.93,30881.76,3199.06,0
29,CASH_IN,1163.57,3843.94,5007.5,31683.09,99419.8,0
294,DEBIT,1713.45,13667.77,11954.33,35759.99,41500.86,0
543,CASH_IN,6195.52,33098.15,39293.67,34808.8,5555.36,0
441,TRANSFER,138.92,2480.49,2341.57,35329.42,19091.03,0
218,TRANSFER,5362.76,45802.43,40439.67,37212.69,28141.71,0
564,TRANSFER,4362.97,5884.3,1521.33,31318.91,48527.02,0
307,TRANSFER,6197.35,14334.89,8137.55,27110.69,91386.97,0
450,CASH_OUT,5791.85,35783.94,29992.09,10098.23,19920.62,0
6,CASH_IN,5092.93,47808.18,52901.11,21048.97,18003.26,0
609,TRANSFER,5229.01,22636.68,17407.68,41763.53,49127.53,0
175,TRANSFER,5834.95,6435.12,600.17,15966.63,14800.15,0
509,PAYMENT,2602.45,33702.65,31100.21,8290.63,94611.86,0
149,CASH_OUT,9611.46,60338.38,50726.92,37314.63,13650.83,1
303,PAYMENT,2190.09,48164.49,45974.4,44840.92,76393.66,0
433,CASH_OUT,3268.26,16474.44,13206.17,4806.31,86188.71,0
106,PAYMENT,638.86,43995.2,43356.34,27421.69,2636.49,0
414,PAYMENT,2329.46,21522.86,19193.39,24955.51,76481.7,0
90,PAYMENT,97.44,1165.64,1068.19,40349.31,87015.96,0
574,CASH_IN,5549.96,2193.65,7743.61,10652.35,94013.21,0
382,CASH_OUT,4155.92,41957.2,37801.27,48479.19,86200.68,0
4,CASH_IN,1376.88,23665.11,25041.99,38022.64,71505.89,0
488,DEBIT,8543.66,25580.91,17037.25,19569.24,49469.11,0
737,CASH_OUT,9663.64,17936.32,8272.68,44662.57,65927.39,0
487,CASH_OUT,13033.66,25476.73,12443.08,31883.07,76581.37,1
160,PAYMENT,9701.53,27534.21,17832.68,25370.45,64724.4,0
611,PAYMENT,1071.66,14481.92,13410.26,44730.24,9277.71,0
407,DEBIT,7650.2,4620.93,0,13122.61,15527.44,0
233,CASH_IN,5583.55,38768.89,44352.44,33381.72,9734.69,0
612,DEBIT,2759.9,26522.74,23762.84,45491.09,42591.88,0
587,TRANSFER,7587.65,20656.59,13068.94,27964.38,5177.07,0
246,TRANSFER,15606.43,2353.77,0,20399.53,22470.07,1
605,TRANSFER,1066.75,954.83,0,42618.1,31592.62,0
366,TRANSFER,4373.22,22963.94,18590.73,33501.05,62510.24,0
665,CASH_IN,4141.12,17910.58,22051.71,41409.29,42584.92,0
603,TRANSFER,660.6,22446.68,21786.08,5697.9,355.15,0
583,PAYMENT,8832.71,3265.03,0,35863.51,13186.68,0
105,TRANSFER,998.2,4625.07,3626.87,5005.85,77890.92,0
609,CASH_OUT,14633.84,23916.15,9282.31,35347.79,70298.76,1
683,TRANSFER,1613.39,6287.41,4674.02,49688.65,57452.52,0
402,PAYMENT,5432.38,9489.39,4057.01,44784.95,25007.95,0
74,CASH_OUT,2419.09,20602.93,18183.84,41261.6,54196.69,0
516,CASH_IN,5266.14,3925.84,9191.99,9896.63,26267.61,0
633,PAYMENT,2327.49,32902.74,30575.25,9212.77,50671.92,0
82,DEBIT,9352.16,43579.87,34227.71,27303.23,90631.94,0
510,TRANSFER,8370.61,6909.63,0,25805.84,19615.36,0
66,TRANSFER,1556.36,30140.46,28584.1,40133.22,58493.33,0
443,CASH_IN,4124.83,48658.9,52783.73,28838.03,4403.37,0
742,TRANSFER,16734.77,58691.21,41956.45,7071.42,34982.08,1
589,CASH_OUT,1089.45,14966.05,13876.6,11567.48,52988.85,0
411,PAYMENT,8345.35,47620.67,39275.32,18892.29,98491.07,0
107,CASH_OUT,6134.59,48551.89,42417.3,16191.81,22482.49,0
605,CASH_IN,6252.52,35732.8,41985.31,20301.63,43519.0,0
227,DEBIT,4338.24,13654.83,9316.59,49865.13,82626.08,0
357,PAYMENT,2711.66,25212.91,22501.25,18455.62,26540.1,0
386,DEBIT,9060.5,26576.55,17516.06,12772.82,6011.0,0
550,DEBIT,458.75,40187.47,39728.72,43662.79,24992.24,0
145,CASH_IN,6191.13,15109.98,21301.11,8543.56,57142.04,0
590,TRANSFER,3259.54,14374.86,11115.32,39293.33,36501.55,0
467,TRANSFER,7869.44,45042.66,37173.21,24003.98,32084.89,0
497,CASH_OUT,9126.86,25368.47,16241.61,19419.06,17981.59,0
511,TRANSFER,3231.76,43883.75,40651.99,457.51,28198.42,0
